plz,ort,bundesland,zulassungsbezirk
50805,Adlerheim,NW,MC
50810,Moorhagen,NW,MC
50825,Hafenscheid,NW,MC
50830,Königsscheid an der Aue,NW,MC
50853,Nordthal,NW,MC
50872,Nebelhofen,NW,MC
50874,Espensee,NW,MC
50877,Westburg,NW,MC
50911,Großbrück,NW,ZBD
50914,Erlenhagen,NW,ZBD
50922,Bischofshagen-Nord,NW,ZBD
50938,Mönchshagen,NW,ZBD
50955,Osttal an der Ilm,NW,ZBD
50963,Großberg,NW,ZBD
50965,Bad Nebelstadt,NW,ZBD
50967,Hafensee,NW,ZBD
50989,Hirschburg,NW,ZBD
50993,Fährhagen,NW,ZBD
50996,Sternau,NW,ZBD
51002,Großhofen,NW,ZBD
51015,Bärenkirchen,NW,ZBD
51034,Wiesenscheid,NW,ZBD
51062,Schlossstadt,NW,ZBD
51064,Bärenfeld,NW,ZBD
51076,Fürstenkirchen,NW,ZBD
51085,Königsau,NW,ZBD
51089,Neuhagen,NW,ZBD
51096,Lindenburg,NW,ZBD
51140,Marktscheid,NW,ZBD
51147,Eichenscheid an der Aue,NW,ZBD
51150,Wiesenroda,NW,ZBD
51176,Bruchtal,NW,ZBD
51264,Feldingen im Tal,NW,XR
51277,Bergstadt,NW,XR
51328,Burghofen,NW,XR
51331,Ostdorf,NW,XR
51349,Neuburg,NW,XR
51390,Espenfeld,NW,XR
51410,Winterdorf,NW,XR
51425,Moorheim,NW,XR
51498,Espenthal,NW,HP
51512,Sternbrunn,NW,HP
51533,Sommerdorf,NW,HP
51650,Rabenhausen,NW,HP
51783,Fuchsingen,RP,EFT
51799,Grüntal,RP,EFT
51809,Ritterbrunn,RP,EFT
51828,Hohenbrück,RP,EFT
51874,Hohenhofen,RP,EFT
51917,Adlertal an der Aue,RP,EFT
51935,Falkenheim,RP,EFT
51938,Birkenroda-Süd,RP,EFT
51952,Niederbach,RP,EFT
51955,Espenstadt an der Ilm,RP,EFT
51960,Sandbrück,RP,EFT
51968,Sonnenbrück,RP,EFT
51970,Sandtal,RP,EFT
51979,Nebelhofen,RP,EFT
51986,Eichenfeld,RP,EFT
52027,Falkensee am Moor,RP,EFT
52034,Brückenhagen,RP,EFT
52064,Brückenbrück,RP,PQY
52105,Sandstein,RP,PQY
52122,Weidenhagen-Nord,RP,PQY
52155,Sommerthal,RP,PQY
52156,Moorstadt,RP,PQY
52177,Großscheid,RP,PQY
52183,Rabenau,RP,PQY
52188,Südingen,RP,PQY
52190,Hohenscheid,RP,PQY
52268,Neuhagen,RP,PQY
52278,Espenwald,RP,PQY
52283,Fürstenau,RP,PQY
52319,Westhofen,RP,PQY
52328,Mondstadt,RP,PQY
52351,Heideingen,RP,PQY
52359,Altfeld am See,NW,FN
52364,Kleinstein,NW,FN
52370,Ritterdorf,NW,FN
52373,Sternheim,NW,FN
52374,Burgscheid,NW,FN
52376,Adlerberg,NW,FN
52381,Brückenscheid,NW,FN
52387,Bruchwald im Grund,NW,FN
52401,Großroda,NW,FN
52403,Adlerbach,NW,FN
52408,Neuau,NW,FN
52409,Lindenbrunn,NW,FN
52420,Heideburg,NW,FN
52425,Nordburg,NW,FN
52431,Lindenroda,NW,FN
52434,Mönchshofen,NW,FN
52441,Sommerfurt,NW,FN
52456,Rehstein,NW,FN
52458,Fürstenbrück,NW,FN
52459,Niederau-West,NW,FN
52460,Unterstein,NW,FN
52462,Feldthal,NW,FN
52464,Südfurt,NW,FN
52466,Eichendorf,NW,FN
52468,Brückensee,NW,FN
52471,Wiesenkirchen,NW,FN
52476,Falkenstadt,NW,FN
52487,Rotweiler,NW,FN
52489,Niederbach,NW,FN
52490,Westwald-Süd,NW,FN
52492,Winterberg an der Warne,NW,FN
52493,Erlenfeld,NW,FN
52501,Sternhofen,NW,FN
52503,Rittertal,NW,FN
52512,Mondfurt,NW,FN
52520,Lindenscheid,NW,FN
52526,Schlossdorf,NW,FN
52544,Ahornthal an der Aue,NW,FN
52546,Königsberg,NW,FN
52549,Ahornwald,NW,FN
52553,Neuau,NW,FN
52554,Bärenfurt an der Warne,NW,FN
52555,Fürstenscheid,NW,FN
52558,Sandhofen im Grund,NW,FN
52561,Adlerhofen,NW,FN
52565,Südwald,NW,FN
52575,Talburg an der Warne,NW,FN
52581,Ahornheim an der Ilm,NW,FN
52583,Bruchfeld,NW,FN
52584,Hafenfeld,NW,FN
52587,Wolfsfurt,NW,FN
52591,Falkenhagen am Berg,NW,FN
52598,Weidenhagen,NW,FN
52601,Bärenscheid an der Warne,NW,FN
52603,Weidenhausen-Süd,NW,FN
52604,Adlerhagen,NW,FN
52607,Rehroda am Moor,NW,FN
52614,Steinkirchen am See,NW,FN
52615,Mönchskirchen,NW,FN
52617,Ostfurt,NW,FN
52618,Nebelheim,NW,FN
52621,Mondweiler-Nord,NW,FN
52626,Hafenburg an der Aue,NW,FN
52628,Eicheningen im Tal,NW,FN
52631,Hoheningen-Süd,NW,FN
52635,Espenhagen,NW,FN
52637,Bärenau,NW,FN
52649,Mühlfurt,NW,FN
52653,Bad Hafeningen,NW,JIB
52684,Rabenthal,NW,JIB
52698,Königsfeld,NW,JIB
52730,Bergberg,NW,JIB
52745,Moorscheid,NW,JIB
52775,Hafenstein,NW,JIB
52795,Mooringen,NW,JIB
52910,Niederberg,NW,JIB
52923,Bad Mondwald,NW,JIB
52952,Fährburg,RP,OEG
52953,Nebelingen im Grund,RP,OEG
52968,Feldwald am Moor,RP,OEG
52988,Wintertal am Berg,RP,OEG
53049,Falkensee,RP,OEG
53111,Unterau,RP,OEG
53122,Hafenberg-Nord,RP,OEG
53176,Bruchdorf am Moor,RP,OEG
53283,Bärental an der Aue,NW,FI
53299,Grünbrunn,NW,FI
53390,Königssee,NW,FI
53423,Buchenberg,NW,FI
53498,Fährfeld,NW,FI
53537,Sandthal,RP,NDW
53551,Hafenroda,RP,NDW
53585,Steiningen,RP,NDW
53605,Weidensee,RP,NDW
53612,Sternhausen,RP,NDW
53640,Rehingen an der Warne,RP,NDW
53647,Sandhagen,RP,NDW
53648,Lindenhofen,RP,NDW
53662,Schlosshofen,RP,NDW
53677,Rabenhagen,RP,NDW
53684,Brückenstein an der Aue,RP,NDW
53695,Bad Heidestein,RP,NDW
53755,Oberfeld,RP,NDW
53793,Schlosswald,RP,NDW
53819,Lindenfeld,RP,NDW
53839,Oberburg,RP,OZJ
53912,Hohenhofen,RP,OZJ
53973,Unterbrück im Tal,RP,OZJ
54048,Mühlscheid,RP,OZJ
54049,Bad Bischofsfurt,RP,OZJ
54085,Feldstein,RP,OZJ
54098,Sommerweiler,RP,OZJ
54119,Kiesbrück,RP,OZJ
54140,Neufeld,NW,MTW
54155,Hafenweiler,NW,MTW
54192,Eichenburg,NW,MTW
54226,Schlosshagen am Berg,NW,MTW
54257,Bad Bruchheim am Berg,NW,MTW
54268,Sonnental,NW,MTW
54280,Hafenhagen im Grund,NW,MTW
54303,Feldheim,NW,MTW
54323,Altroda an der Ilm,NW,MTW
54341,Kleinweiler,NW,MTW
54346,Bischofsdorf an der Aue,NW,MTW
54350,Nordau,NW,MTW
54364,Sterningen,NW,MTW
54372,Bad Altau am See,NW,MTW
54374,Nebelburg,NW,MTW
54405,Winterstein an der Warne,NW,MTW
54408,Sonnenthal,NW,MTW
54411,Adlerwald,NW,MTW
54463,Mondheim,NW,GR
54484,Ostingen am See,NW,GR
54513,Winterkirchen,NW,GR
54520,Bad Sternhofen,NW,GR
54527,Westhausen,NW,GR
54632,Schlosshausen,NW,GR
54682,Nordberg,NW,GR
54785,Kleinheim,NW,BG
54786,Nebelbrunn,NW,BG
54794,Buchenscheid-Süd,NW,BG
54819,Feldau,NW,BG
54848,Wolfsburg,NW,BG
54916,Osthagen,NW,BG
54967,Nebelscheid,NW,BG
54979,Fürstenbach,NW,BG
55003,Altweiler,NW,SQ
55019,Ritterhausen an der Warne,NW,SQ
55030,Marktfurt,NW,SQ
55040,Heidehofen,NW,SQ
55042,Oberfeld,NW,SQ
55075,Lindenhausen,NW,SQ
55100,Mondheim am See,NW,SQ
55108,Königssee im Tal,NW,SQ
55124,Großkirchen,NW,SQ
55155,Burgfeld,NW,SQ
55159,Feldthal,NW,SQ
55181,Adlerhofen,NW,SQ
55202,Moortal,NW,SQ
55215,Altbrunn,NW,SQ
55222,Grünfurt,NW,SQ
55245,Hafendorf,NW,SQ
55305,Fürstenkirchen,RP,YHZ
55312,Talstein,RP,YHZ
55317,Sternwald am Berg,RP,YHZ
55360,Sterningen im Tal,RP,YHZ
55396,Heidehausen,RP,YHZ
55406,Königskirchen,RP,YHZ
55409,Steinstein,RP,YHZ
55439,Brückenhofen am Moor,RP,YHZ
55478,Sternwald,RP,YHZ
55495,Ritterweiler,RP,YHZ
55507,Nebelfurt,RP,YHZ
55539,Winterbrück an der Aue,RP,YHZ
55546,Winterhofen,RP,YHZ
55548,Heidekirchen,RP,YHZ
55565,Moorbrunn-West,RP,YHZ
55569,Süddorf an der Aue,RP,YHZ
55571,Neuthal,RP,YHZ
55577,Hirschhofen an der Warne,RP,YHZ
55681,Neuhausen,NW,AN
55724,Rotfurt,NW,AN
55736,Grünstein,NW,AN
55755,Rabenbach,NW,AN
55761,Kleinscheid,NW,AN
55802,Niederdorf,NW,AN
55812,Neuau,NW,AN
55833,Brückenbach-Nord,NW,AN
55838,Unterbrunn,NW,AN
55842,Sommerstein,NW,AN
55876,Bischofssee-Süd,NW,AN
56000,Hafenhagen-Nord,RP,GVE
56034,Hafenthal im Tal,RP,GVE
56056,Osttal,RP,GVE
56087,Sommerhausen,RP,GVE
56186,Nebelhausen,RP,IGQ
56188,Neutal,RP,IGQ
56194,Erlenstein,RP,IGQ
56201,Birkenthal,RP,IGQ
56203,Unterstadt,RP,IGQ
56204,Nordstadt,RP,IGQ
56212,Lindenheim,RP,IGQ
56226,Feldweiler,RP,IGQ
56229,Großkirchen,RP,IGQ
56232,Kieshofen,RP,IGQ
56237,Nebelhausen an der Warne,RP,IGQ
56240,Unterstadt,RP,IGQ
56242,Burgtal,RP,IGQ
56244,Bergthal,RP,IGQ
56245,Bergingen,RP,IGQ
56247,Mondau an der Ilm,RP,IGQ
56250,Grünroda,RP,IGQ
56263,Niederhausen,RP,IGQ
56266,Niederfurt,RP,IGQ
56272,Bad Kleinscheid,RP,IGQ
56278,Eichenhofen,RP,IGQ
56281,Königsfeld am Moor,RP,IGQ
56291,Bad Bischofsbrunn-West,RP,IGQ
56294,Schlossfurt,RP,IGQ
56295,Steinberg,RP,IGQ
56298,Ahornau-Ost,RP,IGQ
56302,Mühlfurt,RP,IGQ
56303,Winterbrück,RP,IGQ
56304,Nordthal,RP,IGQ
56306,Bärenhausen,RP,IGQ
56309,Ahornbrück,RP,IGQ
56310,Hafenburg,RP,IGQ
56318,Lindenfeld,RP,IGQ
56321,Bruchroda-Süd,RP,IGQ
56322,Wolfsweiler-West,RP,IGQ
56323,Eichental,RP,IGQ
56327,Altau,RP,IGQ
56328,Obertal,RP,IGQ
56329,Mühlweiler,RP,IGQ
56333,Bad Bergfurt,RP,IGQ
56348,Mühlweiler,RP,IGQ
56350,Großdorf am See,RP,IGQ
56351,Unterkirchen,RP,IGQ
56359,Steinfurt,RP,IGQ
56361,Nordberg,RP,IGQ
56363,Hohenburg,RP,IGQ
56364,Bad Mühlstein,RP,IGQ
56366,Hohenstadt am Berg,RP,IGQ
56370,Fährkirchen-Süd,RP,IGQ
56373,Grünstein,RP,IGQ
56376,Sommerstadt,RP,IGQ
56378,Rabenstadt an der Aue,RP,IGQ
56386,Talthal im Grund,RP,IGQ
56387,Altweiler,RP,IGQ
56392,Adlerbrunn,RP,IGQ
56395,Sandhofen,RP,IGQ
56400,Wolfshagen,RP,IGQ
56408,Kiesbach,RP,IGQ
56411,Sommerstadt an der Warne,RP,IGQ
56416,Sommerweiler,RP,IGQ
56418,Königsheim,RP,IGQ
56422,Mondhofen an der Warne,RP,IGQ
56423,Schlossscheid,RP,IGQ
56427,Bischofsdorf am Moor,RP,IGQ
56428,Grünheim,RP,IGQ
56436,Großhofen,RP,IGQ
56437,Rehberg am Berg,RP,IGQ
56439,Schlossbrunn,RP,IGQ
56443,Moorfeld,RP,IGQ
56444,Bad Bruchbrunn-Süd,RP,IGQ
56447,Südingen an der Aue,RP,IGQ
56448,Sternfeld,RP,IGQ
56453,Rotingen,RP,IGQ
56457,Birkensee,RP,IGQ
56469,Nebelbach-West,RP,IGQ
56473,Mühlthal,NW,EON
56474,Heideingen,NW,EON
56482,Königsfurt,NW,EON
56485,Rotscheid im Grund,NW,EON
56493,Espental,NW,EON
56509,Bruchthal,NW,EON
56513,Buchenbrunn,NW,EON
56519,Hirschbrunn,NW,EON
56523,Brückenstadt,NW,EON
56532,Schlossingen am Moor,NW,EON
56540,Ahornroda,NW,EON
56571,Sandthal,NW,EON
56587,Rotbrunn,NW,EON
56594,Eichental,NW,EON
56612,Erlenbrück,NW,EON
56615,Kiesroda-Süd,NW,EON
56622,Lindeningen,NW,EON
56624,Ostbach-Nord,NW,EON
56628,Oberfeld,NW,EON
56633,Moorhagen am Berg,NW,EON
56640,Bad Burgfeld,NW,EON
56641,Fährau,NW,EON
56645,Talwald am See,NW,EON
56650,Ostheim,NW,EON
56662,Kleinwald,NW,EON
56671,Markthagen,NW,EON
56676,Altwald,NW,EON
56681,Rabenfeld,NW,EON
56684,Sommerbrunn,NW,EON
56692,Feldtal,NW,EON
56693,Ahornstein-Süd,NW,EON
56703,Westheim,NW,EON
56705,Königsheim,NW,EON
56712,Mönchsstein,NW,EON
56713,Bischofsstadt,NW,EON
56722,Felddorf,NW,EON
56727,Grünsee,NW,EON
56735,Mondbrück,NW,EON
56744,Sandtal,NW,EON
56748,Marktbrunn,NW,EON
56753,Wolfstal,NW,EON
56762,Winterfurt,NW,EON
56768,Schlosshausen am Berg,NW,JRR
56771,Bad Fürstenstein,NW,JRR
56779,Heideberg-Nord,NW,JRR
56803,Mühldorf,NW,JRR
56828,Winterdorf,NW,JRR
56832,Neustadt,NW,JRR
56855,Bergthal an der Aue,NW,JRR
56873,Königsberg-Nord,NW,JRR
56879,Eichenhagen,NW,JRR
56880,Rehheim,NW,JRR
56888,Mondsee,NW,JRR
56900,Niederwald-West,NW,JRR
56903,Mondfurt,NW,JRR
56904,Sternheim,NW,JRR
56997,Westburg,NW,JRR
57000,Unterdorf,NW,JRR
57001,Fährburg,NW,JRR
57030,Nebelhofen,NW,JRR
57044,Marktroda am See,NW,JRR
57063,Fuchsscheid,RP,XQL
57071,Heidedorf,RP,XQL
57089,Heidekirchen,RP,XQL
57090,Bad Steinroda,RP,XQL
57091,Sandbrunn im Grund,RP,XQL
57098,Bad Rotwald,RP,XQL
57105,Nebelbrück,RP,XQL
57107,Wiesenstein,RP,XQL
57118,Weidenau,RP,XQL
57119,Oberau,RP,XQL
57120,Espenbrück,RP,XQL
57131,Nordfurt-Nord,RP,XQL
57149,Schlossscheid,RP,XQL
57156,Lindenwald,RP,XQL
57159,Eichenwald,RP,XQL
57160,Bärental,RP,XQL
57162,Rabenberg,RP,XQL
57163,Markthofen im Grund,RP,XQL
57164,Moorau am Moor,RP,XQL
57166,Großstein,RP,XQL
57172,Birkenhagen im Grund,RP,XQL
57173,Ostingen,RP,XQL
57174,Kleinhausen,RP,XQL
57176,Marktstadt,RP,XQL
57185,Bucheningen-Süd,RP,XQL
57191,Kleinstadt an der Aue,RP,XQL
57196,Sternheim,RP,XQL
57207,Buchenscheid,RP,XQL
57210,Bergbrunn,RP,XQL
57219,Birkenscheid,RP,XQL
57224,Steinroda,RP,XQL
57229,Brückenau,RP,XQL
57230,Bad Mondweiler an der Ilm,RP,XQL
57232,Schlossingen,RP,XQL
57234,Lindenthal,RP,XQL
57248,Ostberg,RP,XQL
57252,Sonnenau,RP,XQL
57255,Hirschheim,RP,XQL
57256,Hohenroda,RP,XQL
57261,Oberstadt-Süd,RP,XQL
57274,Marktweiler,RP,XQL
57278,Winterkirchen,RP,XQL
57284,Hirschthal,RP,XQL
57294,Hafenstein an der Warne,RP,XQL
57296,Erleningen,RP,XQL
57297,Feldburg,RP,XQL
57306,Heidethal,RP,XQL
57309,Rotkirchen,RP,XQL
57317,Burgheim,RP,XQL
57320,Mühlau am See,RP,XQL
57321,Buchenau,RP,XQL
57330,Nordburg,RP,XQL
57336,Rabenroda,RP,XQL
57340,Sterndorf,RP,XQL
57341,Ostberg an der Warne,RP,XQL
57345,Südhofen,RP,XQL
57349,Bärenhagen,RP,XQL
57351,Bergstadt,RP,XQL
57390,Wintersee,NW,MXW
57434,Marktfeld an der Ilm,NW,MXW
57442,Feldsee an der Warne,NW,MXW
57453,Bäreningen,NW,MXW
57467,Norddorf an der Warne,NW,MXW
57474,Marktroda,NW,MXW
57498,Adlerbach-West,NW,MXW
57522,Ritterheim,NW,MXW
57600,Königsbrunn,NW,MXW
57619,Westscheid an der Aue,NW,MXW
57631,Steinweiler,NW,MXW
57633,Westbrunn,NW,MXW
57663,Grünhofen,NW,IIE
57688,Königstal,NW,IIE
57742,Feldfeld,NW,IIE
57765,Unterstadt,NW,IIE
57783,Altburg,NW,IIE
57823,Weidenfurt,NW,IIE
57829,Bad Wolfshagen im Tal,NW,IIE
57943,Bad Kleiningen,NW,ESH
57973,Bärental,NW,ESH
57982,Rabenkirchen im Tal,NW,ESH
57995,Neuingen,NW,ESH
57998,Fährfurt,NW,ESH
58007,Ahornstein,NW,ESH
58044,Heidescheid-West,NW,ESH
58056,Niederfeld im Tal,NW,ESH
58089,Bärenhofen,NW,ESH
58167,Burgheim,NW,ESH
58174,Mondheim,NW,ESH
58206,Niederfeld im Tal,NW,ESH
58291,Westhagen,RP,XK
58300,Steiningen,RP,XK
58311,Bad Adlerberg,RP,XK
58325,Ostwald,RP,XK
58342,Neutal an der Aue,RP,XK
58355,Falkenweiler,RP,XK
58364,Oststadt an der Ilm,RP,XK
58376,Rabenstadt,RP,XK
58379,Mühlburg,RP,XK
58388,Hirschbrunn,RP,XK
58450,Fuchsstein,RP,XK
58451,Espenhofen,RP,XK
58479,Sonnenfurt,RP,XK
58493,Süddorf an der Aue,RP,XK
58499,Bad Brückendorf,RP,XK
58506,Mühlscheid am Berg,RP,XK
58525,Lindenthal,RP,XK
58534,Bad Fuchshagen,RP,GEE
58552,Erlenwald,RP,GEE
58563,Hirschkirchen im Tal,RP,GEE
58569,Oberau im Grund,RP,GEE
58571,Eichenwald,RP,GEE
58575,Niederscheid am Berg,RP,GEE
58586,Bruchstadt,RP,GEE
58598,Rehbrück,RP,GEE
58601,Talingen,RP,GEE
58618,Kleinbrunn,RP,GEE
58629,Schlossfurt,RP,GEE
58639,Hafenfeld,RP,GEE
58645,Nordhagen,RP,GEE
58648,Rehsee,RP,GEE
58650,Brückenroda,RP,GEE
58652,Westroda,RP,GEE
58664,Ahorningen,RP,GEE
58666,Fuchsbrück,RP,GEE
58667,Wolfsbach am See,RP,GEE
58673,Fuchsweiler,RP,GEE
58678,Weidenbrunn,RP,GEE
58680,Niederthal-Ost,RP,GEE
58695,Mönchsau,RP,GEE
58713,Ahornstein,RP,GEE
58717,Bärental an der Aue,RP,GEE
58720,Bärenbrück,RP,GEE
58722,Bad Brückenfurt,RP,GEE
58723,Moorau,RP,GEE
58736,Fuchsburg,RP,GEE
58747,Buchenstein,RP,GEE
58773,Hohenscheid,RP,GEE
58777,Wolfsberg am Moor,RP,GEE
58779,Eichenkirchen,RP,GEE
58787,Brückensee,RP,GEE
58798,Bad Fürsteningen-Nord,RP,GEE
58804,Mühlberg-Süd,RP,GEE
58813,Hirschburg,RP,GEE
58817,Ritterwald-Süd,RP,GEE
58818,Brückenstadt,RP,GEE
58826,Weidenhagen,NW,QCQ
58887,Hirschthal,NW,QCQ
58956,Wieseningen,NW,QCQ
58982,Unterstadt,NW,QCQ
58990,Birkenroda,NW,QCQ
59009,Feldheim,NW,QCQ
59019,Bischofsbrunn,NW,QCQ
59130,Moorberg,NW,GZR
59131,Erlenheim,NW,GZR
59148,Neubach-Ost,NW,GZR
59244,Bad Rotkirchen,NW,GZR
59300,Brückenburg,NW,GZR
59302,Hafendorf,NW,GZR
59362,Eichenstein,NW,GZR
59402,Unterhausen,NW,GZR
59420,Rittertal-Nord,NW,QBS
59424,Feldkirchen,NW,QBS
59425,Fürstenhofen,NW,QBS
59429,Brückenbrück,NW,QBS
59436,Moorkirchen im Tal,NW,QBS
59452,Adlerfurt,NW,QBS
59455,Bruchwald an der Warne,NW,QBS
59459,Heidetal,NW,QBS
59466,Rabenau,NW,QBS
59468,Fährhausen,NW,QBS
59475,Kiesberg,NW,QBS
59487,Moordorf-West,NW,QBS
59492,Bad Erlenwald,NW,QBS
59498,Talau,NW,QBS
59500,Oberfurt,NW,QBS
59517,Bischofsau,NW,QBS
59519,Bärenfeld,NW,QBS
59538,Schlosstal,NW,QBS
59558,Hafenberg-West,NW,QBS
59565,Falkenscheid,NW,QBS
59568,Heidethal,NW,QBS
59576,Hohendorf,NW,QBS
59588,Oberingen,NW,QBS
59591,Steiningen,NW,QBS
59595,Rabenau,NW,QBS
59598,Fürstenkirchen,NW,QBS
59606,Espental,NW,QBS
59613,Steinburg,NW,QBS
59617,Sandweiler,NW,QBS
59619,Lindenstein,NW,QBS
59626,Bischofsburg,NW,QBS
59627,Neudorf am Berg,NW,QBS
59635,Fürstenroda,NW,QBS
59646,Hafenstadt,NW,QBS
59648,Wiesenhagen,NW,QBS
59650,Neuberg,NW,QBS
59668,Ahornfurt,NW,QBS
59671,Espenroda,NW,QBS
59687,Lindensee,NW,QBS
59690,Adlerwald,NW,QBS
59693,Marktscheid,NW,QBS
59699,Schlossbrück an der Warne,NW,QBS
59741,Unterstadt,RP,HU
59790,Sandwald,RP,HU
59823,Oststadt,RP,HU
59824,Mönchsfeld-Nord,RP,HU
59878,Mönchssee,RP,HU
59890,Sternburg-Ost,RP,HU
59909,Hohenfeld,RP,HU
59916,Espenbrunn-Nord,RP,HU
59954,Heidestein,RP,HU
59987,Sonnenbrück,RP,HU
59989,Rotkirchen,RP,HU
60010,Südwald,RP,UZT
60031,Feldhofen,RP,UZT
60079,Mondberg,RP,UZT
60179,Heideheim,RP,UZT
60183,Adlerdorf im Grund,RP,UZT
60206,Marktbrück,RP,UZT
60208,Königshagen am See,RP,UZT
60231,Kiessee,RP,UZT
60234,Sternberg-Süd,RP,UZT
60237,Falkenweiler,RP,UZT
60251,Ahornkirchen,HE,URV
60253,Talburg an der Warne,HE,URV
60258,Schlosshofen,HE,URV
60259,Sonnenhofen,HE,URV
60264,Erlenhofen,HE,URV
60265,Marktberg,HE,URV
60272,Hohenbach,HE,URV
60274,Fuchsburg am Berg,HE,URV
60281,Fürstensee,HE,URV
60284,Heidekirchen am Moor,HE,URV
60305,Lindensee,HE,URV
60308,Großsee,HE,URV
60312,Talfurt an der Warne,HE,URV
60325,Bad Königsstadt an der Aue,HE,URV
60326,Bad Mühlroda,HE,URV
60327,Marktingen,HE,URV
60331,Buchenfeld,HE,URV
60335,Rabenweiler am Berg,HE,URV
60336,Bergingen,HE,URV
60341,Bergheim,HE,URV
60346,Winterburg an der Aue,HE,URV
60354,Oberfurt,HE,URV
60382,Espenthal,HE,URV
60391,Sonnensee,HE,URV
60394,Erleningen,HE,URV
60398,Neufeld,HE,URV
60399,Sommerwald-Nord,HE,URV
60401,Mönchsstein-Ost,HE,URV
60402,Winterscheid,HE,URV
60425,Heidehausen,HE,URV
60427,Rehweiler am See,HE,URV
60436,Lindenbrück,HE,URV
60442,Bärenbrunn an der Ilm,HE,URV
60445,Hirschberg,HE,URV
60446,Burgau,HE,URV
60447,Mondbrunn im Grund,HE,URV
60450,Nebelburg-Süd,HE,URV
60469,Südfurt,HE,URV
60479,Ritterscheid,HE,URV
60491,Ostscheid,HE,URV
60496,Neuwald,HE,URV
60497,Mönchsberg,HE,URV
60499,Westhagen,HE,URV
60523,Ahornweiler,SL,SFS
60574,Hafental-Nord,SL,SFS
60576,Ahornscheid,SL,SFS
60652,Brückenscheid,SL,SFS
60665,Wolfsau-Nord,SL,SFS
60669,Bad Erlenthal,SL,SFS
60681,Talscheid-Ost,SL,SFS
60730,Buchenheim,SL,SFS
60756,Steinheim am Berg,RP,XPW
60758,Adlerstadt,RP,XPW
60791,Ritterfeld,RP,XPW
60829,Weidenthal,RP,XPW
60848,Buchenberg an der Ilm,RP,XPW
60863,Brückenfeld,RP,XPW
60873,Bärenbrück,RP,XPW
60876,Großwald,RP,XPW
60934,Winterau,RP,XPW
60985,Wiesenstein,RP,XPW
60991,Sommerstadt,RP,XPW
61000,Niederstein-Süd,HE,ZQG
61005,Westdorf,HE,ZQG
61010,Sternthal an der Ilm,HE,ZQG
61011,Adlerhausen an der Aue,HE,ZQG
61014,Fuchshagen,HE,ZQG
61021,Burgstein,HE,ZQG
61033,Bruchroda,HE,ZQG
61034,Talheim,HE,ZQG
61038,Feldfurt,HE,ZQG
61044,Westdorf,HE,ZQG
61045,Wieseningen,HE,ZQG
61046,Rabendorf an der Aue,HE,ZQG
61054,Großbach,HE,ZQG
61066,Schlossscheid,HE,ZQG
61069,Fuchsdorf,HE,ZQG
61079,Espenbach,HE,ZQG
61081,Altingen-West,HE,ZQG
61085,Südkirchen,HE,ZQG
61087,Großhausen,HE,ZQG
61088,Südfeld,HE,ZQG
61104,Bad Brückenthal-West,HE,ZQG
61118,Westkirchen an der Aue,HE,ZQG
61122,Bad Bischofsfurt,HE,ZQG
61125,Königsstadt,HE,ZQG
61131,Kleinfurt,HE,ZQG
61134,Kleinhausen,HE,ZQG
61135,Ritterroda im Grund,HE,ZQG
61136,Mönchsthal,HE,ZQG
61144,Grünheim,HE,ZQG
61146,Fuchshofen,HE,ZQG
61149,Ahornwald,HE,ZQG
61150,Wiesenfurt,HE,ZQG
61154,Eichenkirchen,HE,ZQG
61155,Bischofsheim,HE,ZQG
61161,Altstadt,HE,ZQG
61166,Schlossthal,HE,ZQG
61167,Adlerweiler,HE,ZQG
61169,Großtal an der Aue,HE,ZQG
61173,Heideburg im Tal,HE,ZQG
61179,Ritterhagen,HE,ZQG
61185,Nebelbrunn,HE,ZQG
61187,Erlendorf im Tal,HE,ZQG
61193,Mönchsweiler,HE,ZQG
61197,Grünweiler,HE,ZQG
61198,Neustadt im Tal,HE,ZQG
61206,Ritterau,HE,ZQG
61213,Nordstein,HE,ZQG
61225,Wolfsburg,HE,ZQG
61230,Neukirchen am See,HE,ZQG
61232,Kieshofen,HE,ZQG
61238,Feldweiler am Moor,HE,ZQG
61242,Bergdorf,HE,ZQG
61243,Mondstein,HE,ZQG
61271,Moorhausen,RP,NBL
61323,Nordweiler,RP,NBL
61393,Weidenhagen,RP,NBL
61452,Feldroda,RP,NBL
61479,Fürstenhagen,RP,NBL
61495,Altstadt,RP,NBL
61503,Kleinbrunn im Grund,SL,CW
61523,Rehfeld,SL,CW
61531,Königsstein,SL,CW
61538,Altfeld,SL,CW
61556,Rehburg,SL,CW
61559,Heideweiler,SL,CW
61562,Ostbrunn,SL,CW
61570,Brückenroda,SL,CW
61583,Talsee an der Aue,SL,CW
61584,Althagen-Ost,SL,CW
61594,Fährscheid,SL,CW
61596,Grünstadt,SL,CW
61600,Fürstental,SL,CW
61603,Bischofskirchen am Berg,SL,CW
61608,Schlosskirchen,SL,CW
61625,Birkenhofen,SL,CW
61634,Winterstadt-Nord,SL,CW
61641,Ritterstein,SL,CW
61663,Sommerau,SL,CW
61671,Ostsee,SL,CW
61679,Fuchsbrück,SL,CW
61681,Adlerau an der Aue,SL,CW
61683,Rabenroda,SL,CW
61684,Unterfurt,SL,CW
61690,Bruchstadt,SL,CW
61701,Sommerburg,SL,CW
61702,Fährheim,SL,CW
61703,Fährbrück,SL,CW
